,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Ad_Res_Total,Ad_Res_Ind_Total,Pur_Total
2110,1,7.0,5,5,2,2,8.0,7.2,7.2,6.5,16,33,14,30,28,6,13,11,A,1,60.0,M,H,45576.0,A,72,30,18.0
2111,1,7.0,6,14,3,9,5.0,7.33,6.29,7.33,4,69,7,20,37,3,8,12,S,1,52.0,F,U,44284.5,S,64,23,25.0
2112,0,14.56,1,1,1,1,28.0,28.0,28.0,28.0,16,16,12,17,14,5,7,6,F,0,52.0,M,U,44284.5,Others,43,18,30.0
2113,1,20.0,2,6,0,1,20.0,18.5,17.17,13.582127875507437,18,63,10,26,40,4,4,14,A,0,79.0,F,H,55011.0,A,76,22,28.0
2114,1,10.0,3,19,1,8,5.0,5.67,6.58,7.0,15,126,7,20,47,3,8,17,S,1,78.0,F,U,44284.5,S,74,28,27.0
2115,1,5.0,9,11,6,6,5.0,5.0,5.09,5.0,21,36,12,30,30,6,16,14,S,1,52.0,F,U,44284.5,S,72,36,25.0
2116,1,10.0,1,20,1,16,10.0,10.0,9.25,10.0,21,124,11,26,75,4,10,28,A,1,52.0,F,H,71115.0,A,112,42,31.0
2117,0,14.56,2,5,2,3,25.0,20.5,16.2,20.5,24,57,11,33,42,6,17,18,A,0,57.0,M,H,71115.0,A,86,41,32.0
2118,1,10.0,4,16,3,10,10.0,10.0,7.69,10.0,19,67,13,32,55,6,17,23,S,1,61.0,M,H,71115.0,S,100,46,30.0
2119,0,14.56,3,14,3,11,10.0,16.67,17.14,16.67,23,113,11,30,71,5,15,28,A,1,79.0,M,U,64451.0,A,112,48,27.0
2120,1,12.0,4,11,4,7,12.0,9.5,7.64,9.5,15,69,13,34,56,6,17,22,A,1,49.0,M,U,44284.5,A,103,45,27.0
2121,0,14.56,3,3,1,1,35.0,25.0,25.0,15.0,18,33,13,32,30,6,15,13,A,0,61.0,M,H,64451.0,A,75,34,41.0
2122,0,14.56,1,5,0,2,31.0,31.0,24.4,13.582127875507437,25,64,11,31,51,6,6,19,A,0,45.0,M,H,66579.0,A,93,31,37.0
2123,0,14.56,3,6,0,1,18.0,14.67,11.17,13.582127875507437,26,57,10,31,44,5,5,18,A,0,66.0,M,U,53576.0,A,85,28,27.0
2124,1,5.0,5,15,3,9,5.0,5.4,5.13,5.67,19,75,13,32,55,5,15,22,S,1,40.0,M,H,46639.0,S,100,42,25.0
2125,0,14.56,1,3,0,1,17.0,17.0,11.0,13.582127875507437,26,66,9,23,39,4,4,14,A,0,72.0,F,U,45142.0,A,71,22,21.0
2126,0,14.56,5,14,2,9,10.0,6.2,5.21,5.0,15,124,12,30,61,5,12,28,S,1,81.0,F,H,31019.0,S,103,45,29.0
2127,0,14.56,5,8,3,4,15.0,9.0,7.75,8.33,15,40,12,32,34,5,14,14,A,1,55.0,F,H,31019.0,A,78,33,28.0
2128,1,15.0,2,5,0,1,11.0,13.0,8.6,13.582127875507437,15,80,12,23,39,5,5,13,A,0,51.0,M,H,41225.0,A,74,23,18.0
2129,1,7.0,6,26,4,19,10.0,7.83,5.4,8.0,24,122,13,32,77,6,17,31,S,1,76.0,M,H,51305.0,S,122,54,42.0
2130,0,14.56,3,5,3,4,5.0,6.67,5.6,6.67,16,45,14,32,37,6,13,13,A,1,58.0,M,H,51305.0,A,83,32,13.0
2131,1,21.0,2,2,2,2,15.0,12.5,12.5,12.5,21,33,11,27,27,4,11,10,A,0,47.0,F,H,51305.0,A,65,25,19.0
2132,0,14.56,2,4,1,2,20.0,15.0,10.5,20.0,24,41,11,30,32,6,14,13,A,0,41.0,F,H,56098.0,A,73,33,26.0
2133,0,14.56,2,3,0,1,30.0,18.5,14.0,13.582127875507437,19,44,13,30,33,6,6,13,A,0,52.0,M,U,44284.5,A,76,25,35.0
2134,1,25.0,2,2,1,1,15.0,12.5,12.5,10.0,18,33,10,25,23,4,10,9,A,0,52.0,M,U,44284.5,A,58,23,19.0
2135,0,14.56,1,4,0,2,15.0,15.0,11.5,13.582127875507437,19,72,10,23,40,4,4,16,A,0,52.0,M,H,51806.0,A,73,24,20.0
2136,1,10.0,2,8,0,4,15.0,15.0,12.63,13.582127875507437,18,81,13,30,56,4,4,19,A,1,67.0,F,H,50956.0,A,99,27,25.0
2137,0,14.56,2,16,1,11,15.0,20.0,14.56,20.0,4,122,17,36,73,8,18,33,A,1,64.0,M,U,50956.0,A,126,59,33.0
2138,0,14.56,4,30,3,18,6.0,6.25,6.33,5.67,18,129,7,20,66,4,12,28,S,1,52.0,F,H,83231.0,S,93,44,40.0
2139,0,14.56,3,7,1,3,20.0,20.0,17.14,20.0,19,44,13,35,41,6,17,17,A,1,48.0,M,H,83231.0,A,89,40,30.0
2140,0,14.56,1,1,0,0,15.0,15.0,15.0,13.582127875507437,15,15,7,9,9,2,2,3,E,0,52.0,F,U,83231.0,Others,25,7,17.0
2141,0,14.56,3,3,2,2,12.0,11.33,11.33,11.0,18,24,13,24,22,6,11,9,N,0,52.0,F,U,44284.5,Others,59,26,18.0
2142,0,14.56,1,1,0,0,20.0,20.0,20.0,13.582127875507437,15,15,8,10,10,3,3,4,E,0,59.0,M,H,56335.0,Others,28,10,22.0
2143,0,14.56,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,67.0,M,H,56335.0,Others,40,15,17.0
2144,0,14.56,2,11,1,7,20.0,23.5,17.64,22.0,8,125,16,37,72,6,16,30,A,0,78.0,M,H,47070.0,A,125,52,33.0
2145,1,7.0,3,4,1,2,15.0,11.0,9.0,15.0,21,41,12,28,28,6,14,13,A,0,52.0,F,U,44742.0,A,68,33,22.0
2146,1,5.0,5,14,0,4,5.0,6.8,5.64,13.582127875507437,4,126,24,44,72,11,11,32,A,1,52.0,F,H,55667.0,A,140,54,24.0
2147,0,14.56,4,7,0,3,15.0,16.25,13.57,13.582127875507437,18,69,14,35,52,6,6,20,A,0,52.0,M,U,54741.0,A,101,32,26.0
2148,1,10.0,5,22,5,15,10.0,10.4,8.23,10.4,16,120,14,35,76,6,17,31,S,1,52.0,F,U,44284.5,S,125,54,37.0
2149,1,20.0,2,2,0,0,20.0,17.5,17.5,13.582127875507437,18,28,10,23,21,4,4,9,A,0,33.0,M,H,53504.0,A,54,17,24.0
2150,1,5.0,5,12,2,2,5.0,5.4,5.83,6.0,18,85,12,30,43,5,14,15,A,0,52.0,F,U,53504.0,A,85,34,22.0
2151,1,100.0,2,11,2,9,100.0,87.5,47.18,87.5,21,93,29,50,90,6,17,27,A,1,47.0,F,U,45767.0,A,169,50,113.0
2152,1,5.0,6,16,4,8,5.0,3.17,2.63,3.0,18,117,13,31,55,6,14,23,S,1,52.0,F,U,44284.5,S,99,43,27.0
2153,1,25.0,1,1,0,0,20.0,20.0,20.0,13.582127875507437,20,20,10,16,15,4,4,5,F,0,48.0,M,H,49791.0,Others,41,13,22.0
2154,1,15.0,2,8,2,5,12.0,11.0,14.0,11.0,17,81,25,45,84,5,14,21,A,1,67.0,F,H,32481.0,A,154,40,22.0
2155,0,14.56,2,3,2,2,5.0,8.0,7.0,8.0,16,23,12,18,16,5,8,7,N,0,52.0,F,U,44284.5,Others,46,20,10.0
2156,0,14.56,0,14,0,7,15.0,0.0,10.21,13.582127875507437,10,99,26,26,84,6,6,26,A,1,82.0,F,U,44284.5,A,136,38,29.0
2157,0,14.56,1,4,0,1,15.0,15.0,13.0,13.582127875507437,26,56,10,30,44,4,4,17,A,0,48.0,M,H,41003.0,A,84,25,20.0
2158,0,14.56,2,6,0,2,15.0,14.0,11.33,13.582127875507437,21,68,11,29,48,5,5,18,A,1,72.0,M,H,42903.0,A,88,28,23.0
2159,1,20.0,2,2,1,1,20.0,20.0,20.0,20.0,19,29,10,23,22,4,10,9,A,0,52.0,M,H,62349.0,A,55,23,24.0
2160,0,14.56,2,2,2,2,25.0,25.0,25.0,25.0,22,33,12,30,29,6,14,12,A,0,32.0,M,H,55485.0,A,71,32,29.0
2161,1,25.0,4,12,3,6,16.0,15.25,12.67,15.33,25,52,13,34,45,6,17,19,S,1,52.0,F,U,44284.5,S,92,42,32.0
2162,0,14.56,1,1,1,1,20.0,20.0,20.0,20.0,24,24,8,18,16,3,7,6,N,0,45.0,F,H,51293.0,Others,42,16,22.0
2163,0,14.56,1,2,1,1,15.0,5.0,10.0,5.0,17,21,13,21,19,6,10,8,N,0,52.0,F,U,44284.5,Others,53,24,18.0
2164,1,18.0,0,6,0,1,18.0,0.0,13.0,13.582127875507437,26,45,12,12,41,5,5,14,A,0,52.0,F,H,48175.0,A,65,24,24.0
2165,1,7.0,3,16,2,10,7.0,7.0,4.63,7.0,17,113,12,27,65,5,11,25,S,1,51.0,M,U,49195.0,S,104,41,26.0
2166,1,20.0,2,12,1,7,14.0,14.5,13.42,15.0,18,65,14,35,58,6,16,22,S,1,52.0,M,U,44133.0,S,107,44,28.0
2167,0,14.56,4,17,1,10,10.0,9.75,6.71,10.0,16,105,14,34,68,6,15,27,S,1,67.0,M,U,47016.0,S,116,48,31.0
2168,0,14.56,2,15,1,9,20.0,20.0,9.0,20.0,16,127,12,30,73,6,14,31,S,1,83.0,F,U,47016.0,S,115,51,37.0
2169,0,14.56,2,14,1,8,11.0,11.5,7.64,12.0,26,125,9,28,63,4,13,26,A,1,37.0,F,H,47016.0,A,100,43,27.0
2170,0,14.56,5,6,2,2,20.0,9.8,9.0,6.0,18,39,13,32,31,6,15,14,A,1,74.0,F,U,47016.0,A,76,35,31.0
2171,0,14.56,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,27.0,F,H,47016.0,Others,40,15,17.0
2172,0,14.56,2,8,2,5,26.0,23.5,14.88,23.5,22,92,12,32,53,6,16,23,A,0,52.0,M,H,47949.0,A,97,45,36.0
2173,0,14.56,2,2,1,1,25.0,17.5,17.5,10.0,15,23,14,21,19,5,8,7,N,0,55.0,M,U,47949.0,Others,54,20,29.0
2174,0,14.56,4,16,2,12,10.0,10.5,8.25,11.0,18,130,16,35,76,6,15,30,S,1,73.0,M,H,56021.0,S,127,51,30.0
2175,0,14.56,3,10,1,6,20.0,20.0,16.6,20.0,25,127,11,33,67,6,17,30,A,1,43.0,F,U,44284.5,A,111,53,33.0
2176,0,14.56,6,23,3,13,9.0,7.33,8.13,7.0,19,112,11,32,80,5,15,32,S,1,37.0,F,U,32420.0,S,123,52,38.0
2177,0,14.56,4,17,3,12,15.0,12.5,10.12,13.0,21,113,12,31,68,6,17,30,A,1,45.0,F,H,70892.0,A,111,53,36.0
2178,0,14.56,4,21,3,12,5.0,4.75,3.52,4.67,20,104,12,31,71,5,14,27,S,1,52.0,M,H,70892.0,S,114,46,30.0
2179,1,19.0,3,5,1,2,17.0,17.0,14.6,20.0,16,51,12,31,39,5,13,16,A,0,55.0,F,H,70892.0,A,82,34,25.0
2180,0,14.56,4,17,1,9,25.0,19.0,10.82,20.0,18,128,13,35,75,6,17,32,S,1,76.0,M,H,42194.0,S,123,55,46.0
2181,0,14.56,3,3,2,2,10.0,7.33,7.33,6.0,16,24,12,22,21,5,9,8,N,1,52.0,F,H,42194.0,Others,55,22,16.0
2182,0,14.56,1,7,1,5,20.0,20.0,20.71,20.0,16,105,6,14,36,1,5,18,E,0,52.0,F,U,44284.5,Others,56,24,28.0
2183,0,14.56,2,2,2,2,15.0,17.5,17.5,17.5,18,22,13,20,16,6,11,9,N,0,52.0,F,U,46146.0,Others,49,26,19.0
2184,1,20.0,3,6,3,4,30.0,27.67,25.5,27.67,17,44,13,31,39,6,16,16,S,1,41.0,F,H,42009.0,S,83,38,39.0
2185,1,12.0,4,7,0,2,12.0,12.25,9.43,13.582127875507437,15,57,11,28,37,5,5,14,A,0,52.0,M,U,44284.5,A,76,24,23.0
2186,1,5.0,5,9,1,4,3.0,10.8,8.0,11.0,6,78,16,34,48,6,13,18,A,0,73.0,F,U,44284.5,A,98,37,17.0
2187,0,14.56,3,11,1,6,22.0,20.67,18.36,20.0,18,123,14,33,70,6,15,31,A,0,83.0,F,U,44284.5,A,117,52,36.0
2188,0,14.56,4,4,3,3,8.0,7.75,7.75,6.67,16,24,14,26,23,6,11,9,N,1,52.0,F,U,44284.5,Others,63,26,16.0
2189,1,50.0,3,3,3,3,35.0,30.0,30.0,30.0,22,33,13,31,30,6,14,12,A,0,66.0,M,H,52514.0,A,74,32,41.0
2190,1,3.0,6,27,4,14,3.0,3.33,3.41,3.5,15,123,12,28,68,5,13,29,S,1,79.0,F,U,44284.5,S,108,47,36.0
2191,0,14.56,3,6,2,4,20.0,20.0,13.67,20.0,16,57,13,32,44,6,15,18,S,1,56.0,M,H,51348.0,S,89,39,29.0
2192,1,15.0,1,1,0,0,15.0,15.0,15.0,13.582127875507437,20,20,8,15,12,3,3,5,F,0,57.0,F,H,62563.0,Others,35,11,17.0
2193,1,10.0,1,2,1,1,15.0,15.0,17.5,15.0,21,50,10,18,32,3,7,6,F,0,52.0,F,U,49240.0,Others,60,16,18.0
2194,0,14.56,4,6,1,2,10.0,7.0,5.83,10.0,19,53,13,29,38,6,13,15,A,1,19.0,M,H,49240.0,A,80,34,20.0
2195,0,14.56,4,8,3,3,15.0,12.75,11.0,12.0,23,43,12,34,37,6,17,16,A,0,54.0,F,H,53951.0,A,83,39,27.0
2196,0,14.56,1,1,1,1,15.0,15.0,15.0,15.0,23,23,8,18,17,3,7,6,N,0,59.0,M,H,53951.0,Others,43,16,17.0
2197,0,14.56,6,49,2,19,10.0,10.83,7.02,15.0,15,125,13,33,84,5,15,32,S,1,71.0,F,U,42373.0,S,130,52,65.0
2198,0,14.56,2,2,1,1,15.0,12.5,12.5,10.0,16,21,11,18,17,4,7,7,N,0,61.0,M,U,44284.5,Others,46,18,19.0
2199,0,14.56,1,4,1,4,20.0,20.0,11.75,20.0,21,50,12,30,39,6,14,16,A,1,52.0,F,H,43694.0,A,81,36,25.0
2200,0,14.56,4,4,2,2,25.0,28.0,28.0,28.5,18,36,13,34,35,6,16,14,A,0,76.0,M,U,43694.0,A,82,36,33.0
2201,0,14.56,4,4,2,2,32.0,25.0,25.0,30.0,20,28,13,25,25,6,12,10,A,1,81.0,F,H,47429.0,A,63,28,40.0
2202,0,14.56,5,5,2,2,5.0,5.6,5.6,6.5,20,33,11,28,26,5,13,11,S,1,38.0,F,U,38001.0,S,65,29,15.0
2203,0,14.56,5,6,2,2,5.0,6.0,5.83,7.0,18,31,12,26,24,6,12,10,A,0,56.0,F,H,38001.0,A,62,28,16.0
2204,0,14.56,2,5,2,3,15.0,16.5,13.8,16.5,18,65,13,33,50,6,15,18,A,0,62.0,M,H,45925.0,A,96,39,22.0
2205,0,14.56,2,15,0,7,20.0,16.5,8.27,13.582127875507437,17,122,13,32,69,6,6,28,A,1,63.0,F,H,40313.0,A,114,40,37.0
2206,0,14.56,3,17,2,10,15.0,15.0,13.18,15.0,19,122,13,34,76,6,16,33,S,1,49.0,F,U,41023.0,S,123,55,35.0
2207,0,14.56,3,9,1,3,7.0,8.67,8.44,14.0,15,69,14,31,51,6,13,18,A,0,52.0,F,H,41023.0,A,96,37,19.0
2208,0,14.56,7,24,3,15,2.0,3.29,3.38,2.67,16,128,13,33,75,6,16,31,S,1,17.0,F,U,46771.0,S,121,53,33.0
2209,1,12.0,4,5,3,4,13.0,11.5,10.2,11.33,21,45,12,28,34,6,14,14,A,0,52.0,M,H,46563.0,A,74,34,22.0
2210,1,6.0,7,25,5,16,9.0,7.57,6.4,7.2,15,129,11,29,73,5,15,32,S,1,52.0,F,U,41365.0,S,113,52,41.0
2211,1,11.0,4,20,2,10,12.0,10.5,8.5,9.5,18,93,13,35,71,6,17,26,S,1,52.0,M,U,44284.5,S,119,49,36.0
2212,0,14.56,1,1,1,1,15.0,15.0,15.0,15.0,23,23,8,15,13,3,6,5,N,0,52.0,F,U,44284.5,Others,36,14,17.0
2213,1,5.0,3,20,3,15,5.0,4.33,3.7,4.33,16,127,15,32,71,5,12,27,S,1,52.0,M,H,46058.0,S,118,44,28.0
2214,1,26.0,3,6,3,6,25.0,19.67,19.67,19.67,18,41,6,14,16,1,5,6,E,1,52.0,F,U,44284.5,Others,36,12,34.0
2215,1,11.0,6,17,3,8,7.0,11.17,8.24,12.0,19,64,14,34,51,6,16,20,S,1,62.0,F,U,44284.5,S,99,42,30.0
2216,1,20.0,3,4,2,2,20.0,20.0,20.0,20.0,15,28,12,26,24,6,13,11,A,1,52.0,F,U,47212.0,A,62,30,27.0
2217,0,14.56,4,4,2,2,15.0,15.0,15.0,15.0,19,32,13,31,32,6,14,12,S,1,52.0,M,U,44284.5,S,76,32,23.0
2218,0,14.56,5,20,3,13,9.0,7.2,5.9,7.33,20,125,11,32,72,5,15,32,S,1,66.0,F,H,48911.0,S,115,52,34.0
2219,1,15.0,1,23,1,13,15.0,15.0,9.17,15.0,19,128,12,25,73,4,9,26,A,1,51.0,F,H,48911.0,A,110,39,39.0
2220,0,14.56,4,14,3,11,5.0,5.25,3.07,6.0,15,126,11,26,60,5,11,26,A,1,37.0,F,H,48911.0,A,97,42,23.0
2221,0,14.56,1,10,0,6,16.0,16.0,10.65,13.582127875507437,19,77,13,32,58,6,6,23,A,1,45.0,M,H,48911.0,A,103,35,27.0
2222,0,14.56,1,6,0,1,20.0,20.0,16.17,13.582127875507437,26,56,10,31,43,5,5,18,A,0,52.0,M,U,48911.0,A,84,28,27.0
2223,1,10.0,5,6,3,4,5.0,8.6,8.0,7.0,17,41,9,26,29,4,12,11,A,1,52.0,M,U,44284.5,A,64,27,16.0
2224,0,14.56,3,4,3,4,14.0,12.67,10.25,12.67,20,53,12,24,31,6,12,13,A,1,51.0,F,U,44284.5,A,67,31,21.0
2225,1,25.0,1,1,0,0,20.0,20.0,20.0,13.582127875507437,20,20,10,16,16,4,4,5,F,0,52.0,F,U,44284.5,Others,42,13,22.0
2226,0,14.56,3,3,1,1,10.0,10.0,10.0,10.0,15,21,12,19,18,5,8,7,N,0,52.0,F,U,44284.5,Others,49,20,16.0
2227,0,14.56,1,1,1,1,15.0,15.0,15.0,15.0,20,20,10,17,16,4,7,6,F,0,51.0,M,H,49059.0,Others,43,17,17.0
2228,1,5.0,6,32,5,20,5.0,5.17,5.38,5.0,20,129,11,32,80,5,15,34,S,1,69.0,M,U,59357.0,S,123,54,43.0
2229,0,14.56,3,20,3,13,10.0,10.0,6.15,10.0,21,124,11,30,70,5,14,31,A,1,71.0,F,H,59357.0,A,111,50,33.0
2230,1,10.0,9,30,6,19,8.0,7.33,4.73,7.17,18,122,13,31,70,6,17,32,S,1,70.0,M,H,59357.0,S,114,55,47.0
2231,1,40.0,3,15,3,13,32.0,26.33,12.8,26.33,16,127,14,36,75,6,17,34,A,1,51.0,M,U,59357.0,A,125,57,50.0
2232,0,14.56,3,6,2,3,100.0,45.0,27.0,17.5,18,52,15,37,47,6,17,18,A,1,66.0,F,U,59357.0,A,99,41,109.0
2233,0,14.56,2,3,1,1,6.0,25.0,18.67,30.0,19,32,12,25,25,6,12,10,A,0,65.0,M,U,59357.0,A,62,28,11.0
2234,0,14.56,1,15,0,9,10.0,10.0,9.8,13.582127875507437,26,120,9,26,66,4,4,28,A,1,37.0,F,H,56339.0,A,101,36,26.0
2235,1,15.0,3,32,2,11,25.0,12.33,12.44,12.5,5,123,39,60,129,8,18,34,A,1,81.0,M,U,44284.5,A,228,60,60.0
2236,0,14.56,4,17,0,4,10.0,5.75,3.65,13.582127875507437,18,128,15,36,66,6,6,27,S,1,52.0,F,H,46400.0,S,117,39,31.0
2237,0,14.56,4,12,3,7,20.0,18.5,11.92,18.0,17,65,14,34,56,6,17,21,S,1,85.0,F,H,46400.0,S,104,44,36.0
2238,0,14.56,5,6,3,4,10.0,15.0,13.33,16.67,18,41,13,31,35,6,15,14,A,0,52.0,M,U,46280.0,A,79,35,21.0
2239,0,14.56,2,11,0,6,12.0,11.0,7.45,13.582127875507437,17,101,13,33,63,6,6,27,A,1,52.0,F,U,37273.0,A,109,39,25.0
2240,0,14.56,5,16,1,6,3.0,4.4,3.81,3.0,15,65,10,31,48,5,15,20,S,1,36.0,F,U,44284.5,S,89,40,24.0
2241,0,14.56,2,14,0,6,15.0,15.0,11.93,13.582127875507437,19,79,13,32,60,6,6,23,A,1,52.0,F,U,42516.0,A,105,35,31.0
2242,1,5.0,3,7,1,3,3.0,17.67,15.29,25.0,15,52,11,33,42,6,17,18,A,0,52.0,F,U,44284.5,A,86,41,13.0
2243,1,5.0,4,5,3,3,7.0,6.0,5.8,5.67,16,28,13,26,24,6,12,10,A,1,52.0,M,H,46731.0,A,63,28,16.0
2244,0,14.56,2,9,0,5,15.0,12.5,7.22,13.582127875507437,18,123,9,25,48,4,4,20,A,1,65.0,F,H,46584.0,A,82,28,26.0
2245,1,10.0,1,10,1,4,10.0,10.0,10.8,10.0,16,80,8,29,55,4,14,22,S,1,65.0,F,H,34761.0,S,92,40,21.0
2246,0,14.56,2,6,2,5,50.0,55.0,40.0,55.0,24,113,12,32,57,6,17,26,A,0,55.0,M,H,43000.0,A,101,49,58.0
2247,0,14.56,2,3,0,1,30.0,20.0,15.0,13.582127875507437,26,43,11,31,35,5,5,14,A,0,39.0,M,H,58821.0,A,77,24,35.0
2248,0,14.56,1,1,1,1,25.0,25.0,25.0,25.0,21,21,11,18,16,5,8,7,F,0,76.0,M,H,58821.0,Others,45,20,27.0
2249,1,10.0,3,9,2,5,10.0,10.0,8.0,10.0,21,80,12,31,56,6,15,21,S,1,74.0,M,H,58821.0,S,99,42,22.0
2250,0,14.56,2,2,0,0,16.0,13.0,13.0,13.582127875507437,19,28,10,23,21,4,4,9,A,0,59.0,F,H,44284.5,A,54,17,20.0
2251,0,14.56,6,8,2,3,12.0,10.33,9.0,10.0,18,40,14,34,37,6,15,15,A,0,52.0,F,U,44284.5,A,85,36,26.0
2252,0,14.56,2,6,0,1,35.0,32.5,20.0,13.582127875507437,18,80,13,35,58,6,6,24,A,0,57.0,F,U,41855.0,A,106,36,43.0
2253,0,14.56,1,13,0,5,50.0,35.0,21.31,13.582127875507437,18,105,8,25,47,4,4,17,A,1,75.0,F,H,50242.0,A,80,25,64.0
2254,0,14.56,5,5,4,4,8.0,7.4,7.4,7.5,15,32,12,27,26,5,11,10,S,1,52.0,F,U,44284.5,S,65,26,18.0
2255,1,51.0,2,3,1,2,15.0,15.0,11.67,15.0,22,52,10,23,32,4,9,11,A,0,67.0,F,U,44284.5,A,65,24,20.0
2256,0,14.56,0,1,0,0,15.0,0.0,15.0,13.582127875507437,19,19,10,10,12,4,4,4,F,0,52.0,M,U,43363.0,Others,32,12,16.0
2257,1,26.0,3,9,2,6,25.0,21.67,14.56,22.5,17,93,14,33,63,6,15,23,A,0,49.0,F,H,60290.0,A,110,44,37.0
2258,0,14.56,3,20,0,9,10.0,8.67,5.45,13.582127875507437,27,125,9,29,63,4,4,30,A,1,80.0,F,H,60290.0,A,101,38,33.0
2259,1,12.0,3,11,2,9,13.0,11.67,5.82,12.0,24,113,11,31,59,5,14,25,S,1,56.0,F,H,64484.0,S,101,44,27.0
2260,0,14.56,3,5,2,2,20.0,20.0,16.4,20.0,22,44,12,32,36,6,15,15,A,0,49.0,F,U,44284.5,A,80,36,28.0
2261,0,14.56,2,12,1,6,10.0,13.0,7.33,10.0,18,128,12,30,66,5,12,29,A,0,38.0,M,H,43971.0,A,108,46,24.0
2262,0,14.56,2,2,0,0,15.0,15.0,15.0,13.582127875507437,27,32,9,23,22,4,4,9,A,0,57.0,M,H,43971.0,A,54,17,19.0
2263,1,25.0,1,1,1,1,25.0,25.0,25.0,25.0,21,21,11,18,17,5,8,7,F,0,74.0,M,U,44284.5,Others,46,20,27.0
2264,1,10.0,1,6,0,1,10.0,15.0,11.5,13.582127875507437,15,90,25,39,65,5,5,18,A,1,86.0,M,U,41875.0,A,129,28,17.0
2265,0,14.56,6,19,3,8,11.0,11.33,11.16,11.0,22,91,12,33,61,6,16,26,S,1,70.0,F,U,39000.0,S,106,48,36.0
2266,0,14.56,4,4,2,2,23.0,20.0,20.0,20.0,18,35,13,30,29,6,14,12,A,0,52.0,F,U,44284.5,A,72,32,31.0
2267,1,18.0,1,2,0,0,16.0,16.0,13.5,13.582127875507437,18,40,10,25,27,4,4,10,A,0,29.0,F,U,43357.0,A,62,18,19.0
2268,0,14.56,1,13,0,7,35.0,35.0,19.46,13.582127875507437,25,127,12,34,76,6,6,35,A,1,52.0,F,H,42394.0,A,122,47,49.0
2269,0,14.56,7,9,4,4,8.0,10.0,10.56,8.25,22,44,12,33,38,6,16,16,A,1,35.0,F,U,41250.0,A,83,38,24.0
2270,0,14.56,4,5,1,1,7.0,6.5,6.4,7.0,18,32,13,27,25,6,12,10,A,0,52.0,F,H,48532.0,A,65,28,16.0
2271,0,14.56,1,17,1,11,10.0,10.0,8.24,10.0,21,124,11,25,67,4,10,26,A,1,52.0,F,U,56637.0,A,103,40,28.0
2272,0,14.56,2,6,1,4,16.0,13.0,10.5,16.0,21,98,5,17,43,2,6,19,A,0,52.0,F,U,44284.5,A,65,27,24.0
2273,1,12.0,1,19,1,12,12.0,12.0,5.58,12.0,18,128,12,29,70,5,12,29,A,1,62.0,M,U,44409.0,A,111,46,32.0
2274,0,14.56,1,1,1,1,20.0,20.0,20.0,20.0,21,21,10,17,14,4,7,6,F,0,79.0,F,H,43100.0,Others,41,17,22.0
2275,1,10.0,5,19,4,14,10.0,10.8,8.16,10.25,21,124,12,32,73,6,17,31,S,1,52.0,F,U,44284.5,S,117,54,34.0
2276,0,14.56,2,3,2,3,15.0,15.0,11.67,15.0,20,41,10,29,33,4,12,12,A,0,35.0,M,H,65581.0,A,72,28,20.0
2277,1,4.0,5,6,4,4,4.0,4.8,4.5,5.0,15,29,13,26,25,6,12,10,A,1,55.0,M,U,44284.5,A,64,28,15.0
2278,1,30.0,3,3,0,0,25.0,23.33,23.33,13.582127875507437,19,32,13,28,26,6,6,11,A,0,53.0,M,U,42507.0,A,67,23,31.0
2279,1,35.0,3,4,1,1,21.0,17.0,19.0,15.0,15,31,12,27,26,5,12,10,A,0,35.0,M,H,37546.0,A,65,27,28.0
2280,0,14.56,1,1,0,0,15.0,15.0,15.0,13.582127875507437,16,16,11,16,13,4,4,5,F,0,52.0,F,U,37546.0,Others,40,13,17.0
2281,1,10.0,2,19,1,6,5.0,12.5,8.95,15.0,9,101,18,38,73,6,15,27,A,1,78.0,M,U,44284.5,A,129,48,26.0
2282,0,14.56,1,10,0,5,15.0,15.0,9.1,13.582127875507437,19,105,13,27,56,6,6,23,A,1,51.0,M,H,46594.0,A,96,35,26.0
2283,0,14.56,2,3,0,0,15.0,10.0,10.0,13.582127875507437,19,28,13,25,35,4,4,8,A,0,65.0,M,U,46594.0,A,73,16,20.0
2284,0,14.56,3,14,3,11,10.0,10.0,9.14,10.0,16,77,13,32,62,6,15,22,S,1,40.0,M,H,53270.0,S,107,43,27.0
2285,1,20.0,2,3,1,2,15.0,12.5,10.0,15.0,21,45,11,25,29,5,10,10,A,0,41.0,F,H,53270.0,A,65,25,20.0
2286,1,10.0,1,1,0,0,15.0,15.0,15.0,13.582127875507437,27,27,7,20,17,3,3,8,N,0,52.0,F,H,32294.0,Others,44,14,17.0
